01/01/2013;40.723
02/01/2013;64.126
03/01/2013;72.074
04/01/2013;62.667
05/01/2013;52.361
06/01/2013;64.864
07/01/2013;71.642
08/01/2013;44.558
09/01/2013;26.059
10/01/2013;25.502
11/01/2013;30.559
12/01/2013;6.324
13/01/2013;38.213
14/01/2013;66.168
15/01/2013;71.452
16/01/2013;66.946
17/01/2013;54.321
18/01/2013;50.38
19/01/2013;50.098
20/01/2013;37.176
21/01/2013;20.28
22/01/2013;27.566
23/01/2013;13.861
24/01/2013;9.808
25/01/2013;15.967
26/01/2013;13.661
27/01/2013;14.816
28/01/2013;11.975
29/01/2013;18.656
30/01/2013;11.791
31/01/2013;30.688
01/02/2013;21.897
02/02/2013;14.847
03/02/2013;21.903
04/02/2013;12.545
05/02/2013;7.245
06/02/2013;11.238
07/02/2013;11.471
08/02/2013;14.465
09/02/2013;19.546
10/02/2013;19.172
11/02/2013;28.084
12/02/2013;20.937
13/02/2013;8.689
14/02/2013;30.693
15/02/2013;22.429
16/02/2013;32.624
17/02/2013;38.772
18/02/2013;13.298
19/02/2013;14.096
20/02/2013;11.155
21/02/2013;nan
22/02/2013;19.857
23/02/2013;33.352
24/02/2013;27.603
25/02/2013;17.789
26/02/2013;28.339
27/02/2013;26.367
28/02/2013;31.46
01/03/2013;31.949
02/03/2013;25.25
03/03/2013;32.838
04/03/2013;18.063
05/03/2013;7.799
06/03/2013;35.417
07/03/2013;22.934
08/03/2013;7.544
09/03/2013;10.152
10/03/2013;11.446
11/03/2013;24.884
12/03/2013;16.932
13/03/2013;10.253
14/03/2013;6.159
15/03/2013;10.841
16/03/2013;7.232
17/03/2013;11.257
18/03/2013;26.534
19/03/2013;6.603
20/03/2013;8.059
21/03/2013;5.843
22/03/2013;6.611
23/03/2013;5.863
24/03/2013;7.868
25/03/2013;25.485
26/03/2013;33.463
27/03/2013;26.92
28/03/2013;8.578
29/03/2013;4.954
30/03/2013;nan
31/03/2013;9.261
01/04/2013;20.06
02/04/2013;10.352
03/04/2013;9.558
04/04/2013;15.208
05/04/2013;25.891
06/04/2013;8.788
07/04/2013;6.081
08/04/2013;9.426
09/04/2013;10.296
10/04/2013;8.972
11/04/2013;10.884
12/04/2013;11.681
13/04/2013;14.164
14/04/2013;nan
15/04/2013;23.589
16/04/2013;15.581
17/04/2013;13.703
18/04/2013;6.09
19/04/2013;4.349
20/04/2013;17.685
21/04/2013;5.298
22/04/2013;10.874
23/04/2013;6.71
24/04/2013;4.15
25/04/2013;5.138
26/04/2013;11.152
27/04/2013;10.269
28/04/2013;13.701
29/04/2013;13.828
30/04/2013;nan
01/05/2013;21.961
02/05/2013;13.7
03/05/2013;11.129
04/05/2013;11.56
05/05/2013;10.605
06/05/2013;11.849
07/05/2013;11.842
08/05/2013;24.327
09/05/2013;10.193
10/05/2013;15.667
11/05/2013;13.915
12/05/2013;6.679
13/05/2013;17.012
14/05/2013;20.194
15/05/2013;13.045
16/05/2013;18.475
17/05/2013;33.473
18/05/2013;30.303
19/05/2013;35.294
20/05/2013;27.193
21/05/2013;15.791
22/05/2013;16.522
23/05/2013;21.641
24/05/2013;20.385
25/05/2013;nan
26/05/2013;24.362
27/05/2013;38.712
28/05/2013;33.455
29/05/2013;37.337
30/05/2013;35.777
31/05/2013;nan
01/06/2013;44.93
02/06/2013;22.574
03/06/2013;29.261
04/06/2013;28.817
05/06/2013;27.262
06/06/2013;43.175
07/06/2013;21.443
08/06/2013;26.173
09/06/2013;24.768
10/06/2013;34.329
11/06/2013;35.507
12/06/2013;33.79
13/06/2013;37.073
14/06/2013;42.489
15/06/2013;44.567
16/06/2013;43.156
17/06/2013;36.237
18/06/2013;36.39
19/06/2013;41.449
20/06/2013;41.281
21/06/2013;43.735
22/06/2013;42.535
23/06/2013;36.23
24/06/2013;31.942
25/06/2013;49.821
26/06/2013;46.036
27/06/2013;48.428
28/06/2013;48.891
29/06/2013;47.503
30/06/2013;50.163
01/07/2013;29.003
02/07/2013;36.835
03/07/2013;30.37
04/07/2013;25.44
05/07/2013;42.803
06/07/2013;45.116
07/07/2013;44.923
08/07/2013;33.749
09/07/2013;54.102
10/07/2013;46.844
11/07/2013;48.211
12/07/2013;51.424
13/07/2013;49.97
14/07/2013;40.983
15/07/2013;nan
16/07/2013;30.127
17/07/2013;25.224
18/07/2013;30.323
19/07/2013;38.051
20/07/2013;37.414
21/07/2013;39.375
22/07/2013;39.697
23/07/2013;39.439
24/07/2013;44.952
25/07/2013;43.601
26/07/2013;48.244
27/07/2013;30.871
28/07/2013;33.328
29/07/2013;47.942
30/07/2013;53.516
31/07/2013;nan
01/08/2013;42.156
02/08/2013;39.867
03/08/2013;40.635
04/08/2013;36.735
05/08/2013;37.139
06/08/2013;39.574
07/08/2013;44.537
08/08/2013;48.562
09/08/2013;46.805
10/08/2013;48.454
11/08/2013;48.281
12/08/2013;46.833
13/08/2013;62.968
14/08/2013;51.368
15/08/2013;49.487
16/08/2013;38.297
17/08/2013;39.876
18/08/2013;38.244
19/08/2013;39.07
20/08/2013;35.636
21/08/2013;37.328
22/08/2013;42.093
23/08/2013;49.133
24/08/2013;49.258
25/08/2013;48.439
26/08/2013;41.94
27/08/2013;33.182
28/08/2013;33.487
29/08/2013;42.06
30/08/2013;47.945
31/08/2013;49.881
01/09/2013;51.554
02/09/2013;51.496
03/09/2013;47.454
04/09/2013;50.0
05/09/2013;38.579
06/09/2013;40.829
07/09/2013;42.399
08/09/2013;nan
09/09/2013;34.402
10/09/2013;32.541
11/09/2013;31.299
12/09/2013;38.011
13/09/2013;35.104
14/09/2013;34.409
15/09/2013;44.273
16/09/2013;33.988
17/09/2013;33.147
18/09/2013;43.051
19/09/2013;35.585
20/09/2013;nan
21/09/2013;21.196
22/09/2013;27.98
23/09/2013;18.849
24/09/2013;25.705
25/09/2013;32.702
26/09/2013;33.181
27/09/2013;32.333
28/09/2013;35.2
29/09/2013;23.061
30/09/2013;19.774
01/10/2013;25.984
02/10/2013;32.015
03/10/2013;36.681
04/10/2013;32.43
05/10/2013;26.873
06/10/2013;nan
07/10/2013;14.376
08/10/2013;12.168
09/10/2013;12.821
10/10/2013;17.825
11/10/2013;23.967
12/10/2013;37.507
13/10/2013;30.188
14/10/2013;17.522
15/10/2013;23.472
16/10/2013;7.3
17/10/2013;5.209
18/10/2013;11.701
19/10/2013;6.642
20/10/2013;5.149
21/10/2013;6.403
22/10/2013;10.294
23/10/2013;9.573
24/10/2013;7.152
25/10/2013;6.934
26/10/2013;10.989
27/10/2013;7.505
28/10/2013;10.938
29/10/2013;22.305
30/10/2013;18.31
31/10/2013;16.806
01/11/2013;6.833
02/11/2013;6.358
03/11/2013;10.379
04/11/2013;7.97
05/11/2013;5.961
06/11/2013;12.943
07/11/2013;9.251
08/11/2013;3.919
09/11/2013;4.129
10/11/2013;12.336
11/11/2013;12.482
12/11/2013;7.158
13/11/2013;35.976
14/11/2013;32.73
15/11/2013;13.423
16/11/2013;6.389
17/11/2013;15.828
18/11/2013;5.219
19/11/2013;6.644
20/11/2013;4.978
21/11/2013;9.755
22/11/2013;28.485
23/11/2013;63.289
24/11/2013;68.694
25/11/2013;87.231
26/11/2013;52.356
27/11/2013;43.953
28/11/2013;39.751
29/11/2013;39.495
30/11/2013;22.946
01/12/2013;9.716
02/12/2013;13.651
03/12/2013;3.846
04/12/2013;7.654
05/12/2013;33.564
06/12/2013;76.602
07/12/2013;98.527
08/12/2013;75.611
09/12/2013;68.621
10/12/2013;73.249
11/12/2013;62.682
12/12/2013;56.943
13/12/2013;44.095
14/12/2013;16.547
15/12/2013;14.084
16/12/2013;32.115
17/12/2013;39.526
18/12/2013;35.876
19/12/2013;14.78
20/12/2013;nan
21/12/2013;12.994
22/12/2013;46.457
23/12/2013;51.481
24/12/2013;59.419
25/12/2013;41.672
26/12/2013;nan
27/12/2013;46.11
28/12/2013;29.854
29/12/2013;47.3
30/12/2013;84.883
31/12/2013;61.953
